Rk,Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
12,,Tucker Davidson*,27,1,1,0.5,6.54,18,0,8,0,0,2,31.2,44,25,23,2,11,0,31,2,0,3,148,68,3.38,1.737,12.5,0.6,3.1,8.8,2.82,davidtu01
13,,José Suarez* (60-day IL),25,1,2,0.333,9.62,6,6,0,0,0,0,24.1,37,27,26,9,15,0,21,0,0,1,123,47,8.22,2.137,13.7,3.3,5.5,7.8,1.4,suarejo01
14,,Chase Silseth,23,2,1,0.667,4.44,10,2,3,0,0,0,24.1,21,15,12,4,15,0,25,0,1,4,107,101,5.22,1.479,7.8,1.5,5.5,9.2,1.67,silsech01
15,,Andrew Wantz (40-man),27,1,0,1,4.56,15,0,3,0,0,0,23.2,16,13,12,2,9,0,22,1,0,0,96,98,3.79,1.056,6.1,0.8,3.4,8.4,2.44,wantzan01
16,,Sam Bachman (15-day IL),23,1,2,0.333,3.18,11,0,4,0,0,1,17,17,7,6,0,11,1,14,1,0,3,77,142,3.76,1.647,9,0,5.8,7.4,1.27,bachmsa01
17,,José Soriano,24,0,0,,3.38,15,0,3,0,0,0,16,10,7,6,1,13,0,26,5,0,0,74,134,4.22,1.438,5.6,0.6,7.3,14.6,2,soriajo02
18,,Jimmy Herget (40-man),29,1,3,0.25,5.06,16,0,3,0,0,0,16,19,9,9,4,5,2,10,2,0,0,71,89,6.6,1.5,10.7,2.3,2.8,5.6,2,hergeji01
19,,José Quijada* (60-day IL),27,0,1,0,6,10,0,4,0,0,4,9,8,7,6,0,3,0,8,2,0,0,41,76,3.17,1.222,8,0,3,8,2.67,quijajo01
20,,Ryan Tepera,35,2,2,0.5,7.27,10,0,2,0,0,0,8.2,15,9,7,2,3,1,10,2,0,0,46,63,5.71,2.077,15.6,2.1,3.1,10.4,3.33,teperry01
21,,Zack Weiss (40-man),31,1,0,1,3.86,5,0,0,0,0,0,4.2,6,2,2,2,1,0,6,0,0,0,21,123,6.93,1.5,11.6,3.9,1.9,11.6,6,weissza01
22,,Ben Joyce (15-day IL),22,1,0,1,4.5,5,0,0,0,0,0,4,5,2,2,1,4,0,5,0,0,0,21,107,7.04,2.25,11.3,2.3,9,11.3,1.25,joycebe01
23,,Gerardo Reyes,30,0,0,,9.82,3,0,0,0,0,0,3.2,4,4,4,0,3,0,2,2,0,1,20,49,6.29,1.909,9.8,0,7.4,4.9,0.67,reyesge01
24,,Kolton Ingram* (40-man),26,0,0,,15.43,2,0,0,0,0,0,2.1,5,4,4,1,2,0,3,0,0,0,14,33,8.86,3,19.3,3.9,7.7,11.6,1.5,ingrako01
25,,Victor Mederos (40-man),22,0,0,,13.5,2,0,1,0,0,0,2,4,3,3,0,3,0,2,1,0,0,14,38,7.29,3.5,18,0,13.5,9,0.67,medervi01
26,,Austin Warren (60-day IL),27,1,0,1,5.4,2,0,1,0,0,0,1.2,2,1,1,1,0,0,2,0,0,0,6,99,8.69,1.2,10.8,5.4,0,10.8,,warreau01
27,,Reyes Moronta,30,0,0,,6.75,2,0,0,0,0,0,1.1,4,1,1,1,3,0,2,0,0,1,11,82,16.79,5.25,27,6.8,20.3,13.5,0.67,moronre01
28,,Jake Lamb,32,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,,3.29,1,9,0,0,0,,lambja01
29,,Brett Phillips,29,0,0,,0,1,0,1,0,0,0,0.1,1,0,0,0,1,0,0,0,0,0,3,,12.29,6,27,0,27,0,0,phillbr02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
